Kachelname;Aktualitaet;Bildflugnummer;Koordinatenursprung_East;Koordinatenursprung_North
dop10rgbi_32_458_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;458000;5687000
dop10rgbi_32_459_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5672000
dop10rgbi_32_459_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5673000
dop10rgbi_32_459_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5674000
dop10rgbi_32_459_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5675000
dop10rgbi_32_459_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5676000
dop10rgbi_32_459_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5677000
dop10rgbi_32_459_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5678000
dop10rgbi_32_459_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5679000
dop10rgbi_32_459_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5680000
dop10rgbi_32_459_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5681000
dop10rgbi_32_459_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5682000
dop10rgbi_32_459_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5683000
dop10rgbi_32_459_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5684000
dop10rgbi_32_459_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5685000
dop10rgbi_32_459_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5686000
dop10rgbi_32_459_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5687000
dop10rgbi_32_460_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5672000
dop10rgbi_32_460_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5673000
dop10rgbi_32_460_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5674000
dop10rgbi_32_460_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5675000
dop10rgbi_32_460_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5676000
dop10rgbi_32_460_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5677000
dop10rgbi_32_460_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5678000
dop10rgbi_32_460_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5679000
dop10rgbi_32_460_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5680000
dop10rgbi_32_460_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5681000
dop10rgbi_32_460_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5682000
dop10rgbi_32_460_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5683000
dop10rgbi_32_460_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5684000
dop10rgbi_32_460_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5685000
dop10rgbi_32_460_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5686000
dop10rgbi_32_460_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5687000
dop10rgbi_32_461_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5672000
dop10rgbi_32_461_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5673000
dop10rgbi_32_461_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5674000
dop10rgbi_32_461_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5675000
dop10rgbi_32_461_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5676000
dop10rgbi_32_461_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5677000
dop10rgbi_32_461_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5678000
dop10rgbi_32_461_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5679000
dop10rgbi_32_461_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5680000
dop10rgbi_32_461_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5681000
dop10rgbi_32_461_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5682000
dop10rgbi_32_461_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5683000
dop10rgbi_32_461_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5684000
dop10rgbi_32_461_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5685000
dop10rgbi_32_461_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5686000
dop10rgbi_32_461_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5687000
dop10rgbi_32_462_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5672000
dop10rgbi_32_462_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5673000
dop10rgbi_32_462_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5674000
dop10rgbi_32_462_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5675000
dop10rgbi_32_462_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5676000
dop10rgbi_32_462_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5677000
dop10rgbi_32_462_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5678000
dop10rgbi_32_462_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5679000
dop10rgbi_32_462_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5680000
dop10rgbi_32_462_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5681000
dop10rgbi_32_462_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5682000
dop10rgbi_32_462_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5683000
dop10rgbi_32_462_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5684000
dop10rgbi_32_462_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5685000
dop10rgbi_32_462_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5686000
dop10rgbi_32_462_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5687000
dop10rgbi_32_463_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5672000
dop10rgbi_32_463_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5673000
dop10rgbi_32_463_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5674000
dop10rgbi_32_463_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5675000
dop10rgbi_32_463_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5676000
dop10rgbi_32_463_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5677000
dop10rgbi_32_463_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5678000
dop10rgbi_32_463_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5679000
dop10rgbi_32_463_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5680000
dop10rgbi_32_463_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5681000
dop10rgbi_32_463_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5682000
dop10rgbi_32_463_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5683000
dop10rgbi_32_463_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5684000
dop10rgbi_32_463_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5685000
dop10rgbi_32_463_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5686000
dop10rgbi_32_463_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5687000
dop10rgbi_32_464_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5672000
dop10rgbi_32_464_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5673000
dop10rgbi_32_464_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5674000
dop10rgbi_32_464_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5675000
dop10rgbi_32_464_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5676000
dop10rgbi_32_464_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5677000
dop10rgbi_32_464_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5678000
dop10rgbi_32_464_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5679000
dop10rgbi_32_464_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5680000
dop10rgbi_32_464_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5681000
dop10rgbi_32_464_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5682000
dop10rgbi_32_464_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5683000
dop10rgbi_32_464_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5684000
dop10rgbi_32_464_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5685000
dop10rgbi_32_464_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5686000
dop10rgbi_32_464_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;464000;5687000
dop10rgbi_32_465_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5672000
dop10rgbi_32_465_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5673000
dop10rgbi_32_465_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5674000
dop10rgbi_32_465_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5675000
dop10rgbi_32_465_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5676000
dop10rgbi_32_465_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5677000
dop10rgbi_32_465_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5678000
dop10rgbi_32_465_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5679000
dop10rgbi_32_465_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5680000
dop10rgbi_32_465_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5681000
dop10rgbi_32_465_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5682000
dop10rgbi_32_465_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5683000
dop10rgbi_32_465_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5684000
dop10rgbi_32_465_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5685000
dop10rgbi_32_465_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5686000
dop10rgbi_32_465_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;465000;5687000
dop10rgbi_32_466_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5672000
dop10rgbi_32_466_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5673000
dop10rgbi_32_466_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5674000
dop10rgbi_32_466_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5675000
dop10rgbi_32_466_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5676000
dop10rgbi_32_466_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5677000
dop10rgbi_32_466_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5678000
dop10rgbi_32_466_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5679000
dop10rgbi_32_466_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5680000
dop10rgbi_32_466_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5681000
dop10rgbi_32_466_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5682000
dop10rgbi_32_466_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5683000
dop10rgbi_32_466_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5684000
dop10rgbi_32_466_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5685000
dop10rgbi_32_466_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5686000
dop10rgbi_32_466_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;466000;5687000
dop10rgbi_32_467_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5672000
dop10rgbi_32_467_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5673000
dop10rgbi_32_467_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5674000
dop10rgbi_32_467_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5675000
dop10rgbi_32_467_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5676000
dop10rgbi_32_467_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5677000
dop10rgbi_32_467_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5678000
dop10rgbi_32_467_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5679000
dop10rgbi_32_467_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5680000
dop10rgbi_32_467_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5681000
dop10rgbi_32_467_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5682000
dop10rgbi_32_467_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5683000
dop10rgbi_32_467_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5684000
dop10rgbi_32_467_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5685000
dop10rgbi_32_467_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5686000
dop10rgbi_32_467_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;467000;5687000
dop10rgbi_32_468_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5672000
dop10rgbi_32_468_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5673000
dop10rgbi_32_468_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5674000
dop10rgbi_32_468_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5675000
dop10rgbi_32_468_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5676000
dop10rgbi_32_468_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5677000
dop10rgbi_32_468_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5678000
dop10rgbi_32_468_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5679000
dop10rgbi_32_468_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5680000
dop10rgbi_32_468_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5681000
dop10rgbi_32_468_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5682000
dop10rgbi_32_468_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5683000
dop10rgbi_32_468_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5684000
dop10rgbi_32_468_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5685000
dop10rgbi_32_468_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5686000
dop10rgbi_32_468_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;468000;5687000
dop10rgbi_32_469_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5672000
dop10rgbi_32_469_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5673000
dop10rgbi_32_469_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5674000
dop10rgbi_32_469_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5675000
dop10rgbi_32_469_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5676000
dop10rgbi_32_469_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5677000
dop10rgbi_32_469_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5678000
dop10rgbi_32_469_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5679000
dop10rgbi_32_469_5680_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5680000
dop10rgbi_32_469_5681_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5681000
dop10rgbi_32_469_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5682000
dop10rgbi_32_469_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5683000
dop10rgbi_32_469_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5684000
dop10rgbi_32_469_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5685000
dop10rgbi_32_469_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5686000
dop10rgbi_32_469_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;469000;5687000
dop10rgbi_32_470_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5672000
dop10rgbi_32_470_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5673000
dop10rgbi_32_470_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5674000
dop10rgbi_32_470_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5675000
dop10rgbi_32_470_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5676000
dop10rgbi_32_470_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5677000
dop10rgbi_32_470_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5678000
dop10rgbi_32_470_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5679000
dop10rgbi_32_470_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5682000
dop10rgbi_32_470_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5683000
dop10rgbi_32_470_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5684000
dop10rgbi_32_470_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5685000
dop10rgbi_32_470_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5686000
dop10rgbi_32_470_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;470000;5687000
dop10rgbi_32_471_5672_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5672000
dop10rgbi_32_471_5673_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5673000
dop10rgbi_32_471_5674_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5674000
dop10rgbi_32_471_5675_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5675000
dop10rgbi_32_471_5676_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5676000
dop10rgbi_32_471_5677_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5677000
dop10rgbi_32_471_5678_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5678000
dop10rgbi_32_471_5679_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5679000
dop10rgbi_32_471_5682_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5682000
dop10rgbi_32_471_5683_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5683000
dop10rgbi_32_471_5684_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5684000
dop10rgbi_32_471_5685_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5685000
dop10rgbi_32_471_5686_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5686000
dop10rgbi_32_471_5687_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;471000;5687000
dop10rgbi_32_456_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;456000;5688000
dop10rgbi_32_456_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;456000;5689000
dop10rgbi_32_456_5690_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;456000;5690000
dop10rgbi_32_456_5691_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;456000;5691000
dop10rgbi_32_457_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;457000;5688000
dop10rgbi_32_457_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;457000;5689000
dop10rgbi_32_457_5690_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;457000;5690000
dop10rgbi_32_457_5691_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;457000;5691000
dop10rgbi_32_458_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;458000;5688000
dop10rgbi_32_458_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;458000;5689000
dop10rgbi_32_458_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5690000
dop10rgbi_32_458_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5691000
dop10rgbi_32_458_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5692000
dop10rgbi_32_458_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5693000
dop10rgbi_32_458_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5694000
dop10rgbi_32_458_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5695000
dop10rgbi_32_458_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5696000
dop10rgbi_32_458_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;458000;5697000
dop10rgbi_32_459_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5688000
dop10rgbi_32_459_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;459000;5689000
dop10rgbi_32_459_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5690000
dop10rgbi_32_459_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5691000
dop10rgbi_32_459_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5692000
dop10rgbi_32_459_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5693000
dop10rgbi_32_459_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5694000
dop10rgbi_32_459_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5695000
dop10rgbi_32_459_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5696000
dop10rgbi_32_459_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;459000;5697000
dop10rgbi_32_460_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5688000
dop10rgbi_32_460_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;460000;5689000
dop10rgbi_32_460_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5690000
dop10rgbi_32_460_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5691000
dop10rgbi_32_460_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5692000
dop10rgbi_32_460_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5693000
dop10rgbi_32_460_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5694000
dop10rgbi_32_460_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5695000
dop10rgbi_32_460_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5696000
dop10rgbi_32_460_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;460000;5697000
dop10rgbi_32_461_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5688000
dop10rgbi_32_461_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;461000;5689000
dop10rgbi_32_461_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5690000
dop10rgbi_32_461_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5691000
dop10rgbi_32_461_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5692000
dop10rgbi_32_461_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5693000
dop10rgbi_32_461_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5694000
dop10rgbi_32_461_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5695000
dop10rgbi_32_461_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5696000
dop10rgbi_32_461_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;461000;5697000
dop10rgbi_32_462_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5688000
dop10rgbi_32_462_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;462000;5689000
dop10rgbi_32_462_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5690000
dop10rgbi_32_462_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5691000
dop10rgbi_32_462_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5692000
dop10rgbi_32_462_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5693000
dop10rgbi_32_462_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5694000
dop10rgbi_32_462_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5695000
dop10rgbi_32_462_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5696000
dop10rgbi_32_462_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;462000;5697000
dop10rgbi_32_463_5688_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5688000
dop10rgbi_32_463_5689_1_nw;2018-05-04;1282/18 Hochsauerlandkreis;463000;5689000
dop10rgbi_32_463_5690_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5690000
dop10rgbi_32_463_5691_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5691000
dop10rgbi_32_463_5692_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5692000
dop10rgbi_32_463_5693_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5693000
dop10rgbi_32_463_5694_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5694000
dop10rgbi_32_463_5695_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5695000
dop10rgbi_32_463_5696_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5696000
dop10rgbi_32_463_5697_1_nw;2018-04-07;1282/18 Hochsauerlandkreis;463000;5697000
